index,x,y,z,coverage_db
698,-755.0,285.0,1.5,-88.1
699,-745.0,285.0,1.5,-88.4
700,-735.0,285.0,1.5,-90.0
701,-725.0,285.0,1.5,-90.2
702,-715.0,285.0,1.5,-87.5
703,-705.0,285.0,1.5,-86.6
704,-695.0,285.0,1.5,-89.8
705,-685.0,285.0,1.5,-89.0
706,-675.0,285.0,1.5,-91.0
707,-525.0,285.0,1.5,-102.9
708,-515.0,285.0,1.5,-92.2
709,-505.0,285.0,1.5,-93.2
710,-495.0,285.0,1.5,-93.8
711,-485.0,285.0,1.5,-100.3
712,-465.0,285.0,1.5,-104.1
713,-455.0,285.0,1.5,-99.9
714,-445.0,285.0,1.5,-96.1
715,-435.0,285.0,1.5,-99.9
716,-425.0,285.0,1.5,-101.6
717,-405.0,285.0,1.5,-101.4
718,55.0,285.0,1.5,-130.4
719,-795.0,275.0,1.5,-92.7
720,-785.0,275.0,1.5,-88.6
721,-775.0,275.0,1.5,-87.5
722,-765.0,275.0,1.5,-87.0
723,-755.0,275.0,1.5,-89.4
724,-745.0,275.0,1.5,-88.1
725,-735.0,275.0,1.5,-86.8
726,-725.0,275.0,1.5,-88.8
727,-715.0,275.0,1.5,-88.3
728,-705.0,275.0,1.5,-89.3
729,-695.0,275.0,1.5,-89.5
730,-685.0,275.0,1.5,-89.1
731,-675.0,275.0,1.5,-87.8
732,-665.0,275.0,1.5,-89.7
733,-555.0,275.0,1.5,-104.1
734,-545.0,275.0,1.5,-108.9
735,-515.0,275.0,1.5,-95.5
736,-505.0,275.0,1.5,-93.0
737,-495.0,275.0,1.5,-92.9
738,-485.0,275.0,1.5,-93.5
739,-455.0,275.0,1.5,-104.3
740,-445.0,275.0,1.5,-95.1
741,-435.0,275.0,1.5,-97.1
742,-425.0,275.0,1.5,-101.6
743,-795.0,265.0,1.5,-86.9
744,-785.0,265.0,1.5,-88.5
745,-775.0,265.0,1.5,-88.7
746,-765.0,265.0,1.5,-89.0
747,-755.0,265.0,1.5,-86.2
748,-745.0,265.0,1.5,-88.0
749,-735.0,265.0,1.5,-89.7
750,-725.0,265.0,1.5,-88.5
751,-715.0,265.0,1.5,-87.1
752,-705.0,265.0,1.5,-86.7
753,-695.0,265.0,1.5,-90.8
754,-685.0,265.0,1.5,-86.7
755,-675.0,265.0,1.5,-89.2
756,-665.0,265.0,1.5,-87.3
757,-655.0,265.0,1.5,-89.8
758,-565.0,265.0,1.5,-108.6
759,-535.0,265.0,1.5,-107.8
760,-505.0,265.0,1.5,-93.2
761,-495.0,265.0,1.5,-93.0
762,-485.0,265.0,1.5,-93.1
763,-475.0,265.0,1.5,-99.2
764,-445.0,265.0,1.5,-97.3
765,-435.0,265.0,1.5,-94.2
766,-425.0,265.0,1.5,-100.3
767,15.0,265.0,1.5,-123.2
768,45.0,265.0,1.5,-125.8
769,-795.0,255.0,1.5,-88.1
770,-785.0,255.0,1.5,-85.2
771,-775.0,255.0,1.5,-87.2
772,-765.0,255.0,1.5,-88.8
773,-755.0,255.0,1.5,-85.7
774,-745.0,255.0,1.5,-89.1
775,-735.0,255.0,1.5,-87.0
776,-725.0,255.0,1.5,-86.7
777,-715.0,255.0,1.5,-87.0
778,-705.0,255.0,1.5,-90.3
779,-695.0,255.0,1.5,-86.1
780,-685.0,255.0,1.5,-88.6
781,-675.0,255.0,1.5,-86.7
782,-665.0,255.0,1.5,-88.4
783,-655.0,255.0,1.5,-86.5
784,-645.0,255.0,1.5,-90.2
785,-635.0,255.0,1.5,-92.3
786,-565.0,255.0,1.5,-106.8
787,-505.0,255.0,1.5,-97.5
788,-495.0,255.0,1.5,-91.0
789,-485.0,255.0,1.5,-91.7
790,-475.0,255.0,1.5,-93.3
791,-445.0,255.0,1.5,-100.9
792,-435.0,255.0,1.5,-96.4
793,-425.0,255.0,1.5,-95.9
794,-415.0,255.0,1.5,-108.1
795,-285.0,255.0,1.5,-123.8
796,-145.0,255.0,1.5,-129.9
797,-795.0,245.0,1.5,-88.0
798,-785.0,245.0,1.5,-88.1
799,-775.0,245.0,1.5,-86.9
800,-765.0,245.0,1.5,-86.5
801,-755.0,245.0,1.5,-86.8
802,-745.0,245.0,1.5,-86.0
803,-735.0,245.0,1.5,-87.9
804,-725.0,245.0,1.5,-87.5
805,-715.0,245.0,1.5,-88.4
806,-705.0,245.0,1.5,-87.6
807,-695.0,245.0,1.5,-88.1
808,-685.0,245.0,1.5,-86.2
809,-675.0,245.0,1.5,-88.8
810,-665.0,245.0,1.5,-87.4
811,-655.0,245.0,1.5,-88.5
812,-645.0,245.0,1.5,-87.1
813,-635.0,245.0,1.5,-88.7
814,-625.0,245.0,1.5,-93.9
815,-565.0,245.0,1.5,-107.0
816,-555.0,245.0,1.5,-108.6
817,-545.0,245.0,1.5,-104.4
818,-495.0,245.0,1.5,-93.9
819,-485.0,245.0,1.5,-92.7
820,-475.0,245.0,1.5,-93.0
821,-465.0,245.0,1.5,-97.1
822,-445.0,245.0,1.5,-100.2
823,-435.0,245.0,1.5,-95.1
824,-425.0,245.0,1.5,-95.8
825,-415.0,245.0,1.5,-99.3
826,-305.0,245.0,1.5,-128.9
827,-295.0,245.0,1.5,-124.1
828,-175.0,245.0,1.5,-127.9
829,45.0,245.0,1.5,-125.7
830,-795.0,235.0,1.5,-86.4
831,-785.0,235.0,1.5,-89.2
832,-775.0,235.0,1.5,-86.0
833,-765.0,235.0,1.5,-87.1
834,-755.0,235.0,1.5,-87.2
835,-745.0,235.0,1.5,-87.5
836,-735.0,235.0,1.5,-87.0
837,-725.0,235.0,1.5,-85.5
838,-715.0,235.0,1.5,-87.1
839,-705.0,235.0,1.5,-85.6
840,-695.0,235.0,1.5,-87.1
841,-685.0,235.0,1.5,-89.0
842,-675.0,235.0,1.5,-86.3
843,-665.0,235.0,1.5,-87.9
844,-655.0,235.0,1.5,-86.5
845,-645.0,235.0,1.5,-87.2
846,-635.0,235.0,1.5,-87.2
847,-625.0,235.0,1.5,-86.8
848,-615.0,235.0,1.5,-92.6
849,-565.0,235.0,1.5,-108.5
850,-555.0,235.0,1.5,-104.9
851,-545.0,235.0,1.5,-104.2
852,-495.0,235.0,1.5,-100.9
853,-485.0,235.0,1.5,-92.2
854,-475.0,235.0,1.5,-91.3
855,-465.0,235.0,1.5,-92.8
856,-455.0,235.0,1.5,-106.0
857,-435.0,235.0,1.5,-97.5
858,-425.0,235.0,1.5,-97.1
859,-415.0,235.0,1.5,-100.8
860,-405.0,235.0,1.5,-102.3
861,-345.0,235.0,1.5,-128.2
862,-305.0,235.0,1.5,-124.3
863,15.0,235.0,1.5,-126.1
864,-795.0,225.0,1.5,-86.2
865,-785.0,225.0,1.5,-85.7
866,-775.0,225.0,1.5,-86.6
867,-765.0,225.0,1.5,-86.9
868,-755.0,225.0,1.5,-86.3
869,-745.0,225.0,1.5,-87.2
870,-735.0,225.0,1.5,-85.9
871,-725.0,225.0,1.5,-87.7
872,-715.0,225.0,1.5,-86.4
873,-705.0,225.0,1.5,-86.6
874,-695.0,225.0,1.5,-87.5
875,-685.0,225.0,1.5,-85.4
876,-675.0,225.0,1.5,-86.7
877,-665.0,225.0,1.5,-86.0
878,-655.0,225.0,1.5,-87.3
879,-645.0,225.0,1.5,-86.7
880,-635.0,225.0,1.5,-88.0
881,-625.0,225.0,1.5,-87.3
882,-615.0,225.0,1.5,-87.1
883,-605.0,225.0,1.5,-89.2
884,-485.0,225.0,1.5,-97.1
885,-475.0,225.0,1.5,-90.6
886,-465.0,225.0,1.5,-91.6
887,-455.0,225.0,1.5,-95.2
888,-435.0,225.0,1.5,-96.4
889,-425.0,225.0,1.5,-96.4
890,-415.0,225.0,1.5,-96.6
891,-405.0,225.0,1.5,-101.9
892,-395.0,225.0,1.5,-103.8
893,-355.0,225.0,1.5,-131.2
894,-345.0,225.0,1.5,-124.4
895,-325.0,225.0,1.5,-123.4
896,-315.0,225.0,1.5,-124.5
897,-795.0,215.0,1.5,-86.0
898,-785.0,215.0,1.5,-84.6
899,-775.0,215.0,1.5,-87.8
900,-765.0,215.0,1.5,-85.1
901,-755.0,215.0,1.5,-86.9
902,-745.0,215.0,1.5,-85.5
903,-735.0,215.0,1.5,-87.3
904,-725.0,215.0,1.5,-86.8
905,-715.0,215.0,1.5,-85.4
906,-705.0,215.0,1.5,-88.1
907,-695.0,215.0,1.5,-85.5
908,-685.0,215.0,1.5,-86.9
909,-675.0,215.0,1.5,-87.2
910,-665.0,215.0,1.5,-85.7
911,-655.0,215.0,1.5,-87.1
912,-645.0,215.0,1.5,-86.9
913,-635.0,215.0,1.5,-86.2
914,-625.0,215.0,1.5,-85.8
915,-615.0,215.0,1.5,-86.2
916,-605.0,215.0,1.5,-88.8
917,-595.0,215.0,1.5,-90.0
918,-575.0,215.0,1.5,-104.4
919,-545.0,215.0,1.5,-106.3
920,-475.0,215.0,1.5,-93.0
921,-465.0,215.0,1.5,-90.8
922,-455.0,215.0,1.5,-92.1
923,-445.0,215.0,1.5,-101.6
924,-435.0,215.0,1.5,-102.4
925,-425.0,215.0,1.5,-94.9
926,-415.0,215.0,1.5,-98.5
927,-405.0,215.0,1.5,-101.4
928,-395.0,215.0,1.5,-102.7
929,-385.0,215.0,1.5,-108.7
930,-335.0,215.0,1.5,-122.1
931,-325.0,215.0,1.5,-125.4
932,5.0,215.0,1.5,-126.3
933,-795.0,205.0,1.5,-85.2
934,-785.0,205.0,1.5,-86.0
935,-775.0,205.0,1.5,-86.3
936,-765.0,205.0,1.5,-85.7
937,-755.0,205.0,1.5,-86.6
938,-745.0,205.0,1.5,-85.2
939,-735.0,205.0,1.5,-85.5
940,-725.0,205.0,1.5,-85.0
941,-715.0,205.0,1.5,-85.2
942,-705.0,205.0,1.5,-86.2
943,-695.0,205.0,1.5,-85.1
944,-685.0,205.0,1.5,-86.0
945,-675.0,205.0,1.5,-86.3
946,-665.0,205.0,1.5,-85.5
947,-655.0,205.0,1.5,-86.9
948,-645.0,205.0,1.5,-84.9
949,-635.0,205.0,1.5,-87.0
950,-625.0,205.0,1.5,-86.8
951,-615.0,205.0,1.5,-85.5
952,-605.0,205.0,1.5,-87.1
953,-595.0,205.0,1.5,-86.7
954,-585.0,205.0,1.5,-91.2
955,-515.0,205.0,1.5,-108.2
956,-475.0,205.0,1.5,-104.6
957,-465.0,205.0,1.5,-91.1
958,-455.0,205.0,1.5,-90.4
959,-445.0,205.0,1.5,-93.7
960,-435.0,205.0,1.5,-100.5
961,-425.0,205.0,1.5,-94.5
962,-415.0,205.0,1.5,-97.4
963,-405.0,205.0,1.5,-101.2
964,-395.0,205.0,1.5,-98.2
965,-385.0,205.0,1.5,-93.9
966,-375.0,205.0,1.5,-96.3
967,-365.0,205.0,1.5,-112.7
968,-345.0,205.0,1.5,-119.1
969,-335.0,205.0,1.5,-119.3
970,-325.0,205.0,1.5,-128.6
971,-185.0,205.0,1.5,-128.3
972,-795.0,195.0,1.5,-85.8
973,-785.0,195.0,1.5,-91.4
974,-775.0,195.0,1.5,-84.4
975,-765.0,195.0,1.5,-86.3
976,-755.0,195.0,1.5,-84.8
977,-745.0,195.0,1.5,-85.7
978,-735.0,195.0,1.5,-85.2
979,-725.0,195.0,1.5,-85.5
980,-715.0,195.0,1.5,-87.4
981,-705.0,195.0,1.5,-84.8
982,-695.0,195.0,1.5,-85.5
983,-685.0,195.0,1.5,-85.7
984,-675.0,195.0,1.5,-86.0
985,-665.0,195.0,1.5,-84.8
986,-655.0,195.0,1.5,-85.6
987,-645.0,195.0,1.5,-85.7
988,-635.0,195.0,1.5,-84.9
989,-625.0,195.0,1.5,-85.6
990,-615.0,195.0,1.5,-86.4
991,-605.0,195.0,1.5,-85.6
992,-595.0,195.0,1.5,-86.0
993,-585.0,195.0,1.5,-86.8
994,-575.0,195.0,1.5,-89.0
995,-555.0,195.0,1.5,-104.6
996,-465.0,195.0,1.5,-94.0
997,-455.0,195.0,1.5,-90.5
998,-445.0,195.0,1.5,-90.8
999,-435.0,195.0,1.5,-100.8
1000,-425.0,195.0,1.5,-96.7
1001,-415.0,195.0,1.5,-96.5
1002,-405.0,195.0,1.5,-98.3
1003,-395.0,195.0,1.5,-94.2
1004,-385.0,195.0,1.5,-91.0
1005,-375.0,195.0,1.5,-99.4
1006,-345.0,195.0,1.5,-120.0
1007,-335.0,195.0,1.5,-114.5
1008,-325.0,195.0,1.5,-118.7
1009,-315.0,195.0,1.5,-125.8
1010,-795.0,185.0,1.5,-85.5
1011,-785.0,185.0,1.5,-84.1
1012,-775.0,185.0,1.5,-86.0
1013,-765.0,185.0,1.5,-85.4
1014,-755.0,185.0,1.5,-86.3
1015,-745.0,185.0,1.5,-84.9
1016,-735.0,185.0,1.5,-86.7
1017,-725.0,185.0,1.5,-84.5
1018,-715.0,185.0,1.5,-84.7
1019,-705.0,185.0,1.5,-85.0
1020,-695.0,185.0,1.5,-86.0
1021,-685.0,185.0,1.5,-84.0
1022,-675.0,185.0,1.5,-84.8
1023,-665.0,185.0,1.5,-85.1
1024,-655.0,185.0,1.5,-85.2
1025,-645.0,185.0,1.5,-84.4
1026,-635.0,185.0,1.5,-86.0
1027,-625.0,185.0,1.5,-85.0
1028,-615.0,185.0,1.5,-85.7
1029,-605.0,185.0,1.5,-85.4
1030,-595.0,185.0,1.5,-84.8
1031,-585.0,185.0,1.5,-85.3
1032,-575.0,185.0,1.5,-85.8
1033,-565.0,185.0,1.5,-87.5
1034,-455.0,185.0,1.5,-91.6
1035,-445.0,185.0,1.5,-90.0
1036,-435.0,185.0,1.5,-92.5
1037,-425.0,185.0,1.5,-97.8
1038,-415.0,185.0,1.5,-95.1
1039,-405.0,185.0,1.5,-94.4
1040,-395.0,185.0,1.5,-92.8
1041,-385.0,185.0,1.5,-92.5
1042,-335.0,185.0,1.5,-122.0
1043,-325.0,185.0,1.5,-113.4
1044,-315.0,185.0,1.5,-117.1
1045,-165.0,185.0,1.5,-122.8
1046,-795.0,175.0,1.5,-86.8
1047,-785.0,175.0,1.5,-83.9
1048,-775.0,175.0,1.5,-85.7
1049,-765.0,175.0,1.5,-83.6
1050,-755.0,175.0,1.5,-86.1
1051,-745.0,175.0,1.5,-84.7
1052,-735.0,175.0,1.5,-84.9
1053,-725.0,175.0,1.5,-86.7
1054,-715.0,175.0,1.5,-85.3
1055,-705.0,175.0,1.5,-84.8
1056,-695.0,175.0,1.5,-84.0
1057,-685.0,175.0,1.5,-84.3
1058,-675.0,175.0,1.5,-84.5
1059,-665.0,175.0,1.5,-84.3
1060,-655.0,175.0,1.5,-85.1
1061,-645.0,175.0,1.5,-84.9
1062,-635.0,175.0,1.5,-84.1
1063,-625.0,175.0,1.5,-85.1
1064,-615.0,175.0,1.5,-84.8
1065,-605.0,175.0,1.5,-85.1
1066,-595.0,175.0,1.5,-85.5
1067,-585.0,175.0,1.5,-84.7
1068,-575.0,175.0,1.5,-85.1
1069,-565.0,175.0,1.5,-86.0
1070,-555.0,175.0,1.5,-87.9
1071,-545.0,175.0,1.5,-95.5
1072,-455.0,175.0,1.5,-98.1
1073,-445.0,175.0,1.5,-89.8
1074,-435.0,175.0,1.5,-90.2
1075,-425.0,175.0,1.5,-95.6
1076,-415.0,175.0,1.5,-95.9
1077,-405.0,175.0,1.5,-91.7
1078,-395.0,175.0,1.5,-90.3
1079,-385.0,175.0,1.5,-98.2
1080,-315.0,175.0,1.5,-115.0
1081,-305.0,175.0,1.5,-117.0
1082,-185.0,175.0,1.5,-122.3
1083,-175.0,175.0,1.5,-124.7
1084,95.0,175.0,1.5,-120.8
1085,-795.0,165.0,1.5,-85.2
1086,-785.0,165.0,1.5,-84.6
1087,-775.0,165.0,1.5,-85.5
1088,-765.0,165.0,1.5,-84.1
1089,-755.0,165.0,1.5,-85.9
1090,-745.0,165.0,1.5,-84.5
1091,-735.0,165.0,1.5,-82.8
1092,-725.0,165.0,1.5,-84.2
1093,-715.0,165.0,1.5,-83.4
1094,-705.0,165.0,1.5,-85.3
1095,-695.0,165.0,1.5,-84.3
1096,-685.0,165.0,1.5,-85.8
1097,-675.0,165.0,1.5,-84.7
1098,-665.0,165.0,1.5,-85.0
1099,-655.0,165.0,1.5,-84.3
1100,-645.0,165.0,1.5,-84.6
1101,-635.0,165.0,1.5,-83.5
1102,-625.0,165.0,1.5,-84.1
1103,-615.0,165.0,1.5,-83.9
1104,-605.0,165.0,1.5,-84.5
1105,-595.0,165.0,1.5,-84.3
1106,-585.0,165.0,1.5,-84.7
1107,-575.0,165.0,1.5,-84.6
1108,-565.0,165.0,1.5,-84.2
1109,-555.0,165.0,1.5,-85.0
1110,-545.0,165.0,1.5,-88.4
1111,-445.0,165.0,1.5,-92.8
1112,-435.0,165.0,1.5,-88.9
1113,-425.0,165.0,1.5,-91.2
1114,-415.0,165.0,1.5,-93.8
1115,-405.0,165.0,1.5,-90.3
1116,-395.0,165.0,1.5,-92.4
1117,-305.0,165.0,1.5,-114.5
1118,-295.0,165.0,1.5,-115.4
1119,-185.0,165.0,1.5,-123.5
1120,-175.0,165.0,1.5,-124.9
1121,-165.0,165.0,1.5,-132.3
1122,-795.0,155.0,1.5,-86.4
1123,-785.0,155.0,1.5,-83.6
1124,-775.0,155.0,1.5,-86.7
1125,-765.0,155.0,1.5,-83.9
1126,-755.0,155.0,1.5,-82.4
1127,-745.0,155.0,1.5,-85.9
1128,-735.0,155.0,1.5,-83.7
1129,-725.0,155.0,1.5,-84.7
1130,-715.0,155.0,1.5,-84.1
1131,-705.0,155.0,1.5,-84.4
1132,-695.0,155.0,1.5,-83.6
1133,-685.0,155.0,1.5,-83.8
1134,-675.0,155.0,1.5,-84.5
1135,-665.0,155.0,1.5,-83.1
1136,-655.0,155.0,1.5,-84.1
1137,-645.0,155.0,1.5,-83.6
1138,-635.0,155.0,1.5,-83.6
1139,-625.0,155.0,1.5,-84.8
1140,-615.0,155.0,1.5,-83.9
1141,-605.0,155.0,1.5,-83.7
1142,-595.0,155.0,1.5,-84.0
1143,-585.0,155.0,1.5,-84.4
1144,-575.0,155.0,1.5,-83.8
1145,-565.0,155.0,1.5,-84.3
1146,-555.0,155.0,1.5,-84.7
1147,-545.0,155.0,1.5,-84.1
1148,-535.0,155.0,1.5,-88.2
1149,-485.0,155.0,1.5,-108.7
1150,-475.0,155.0,1.5,-106.3
1151,-435.0,155.0,1.5,-89.7
1152,-425.0,155.0,1.5,-89.0
1153,-415.0,155.0,1.5,-90.2
1154,-405.0,155.0,1.5,-89.2
1155,-395.0,155.0,1.5,-97.5
1156,-295.0,155.0,1.5,-115.1
1157,-285.0,155.0,1.5,-113.5
1158,-275.0,155.0,1.5,-122.9
1159,-185.0,155.0,1.5,-117.9
1160,-165.0,155.0,1.5,-132.1
1161,-795.0,145.0,1.5,-84.9
1162,-785.0,145.0,1.5,-83.4
1163,-775.0,145.0,1.5,-83.6
1164,-765.0,145.0,1.5,-85.4
1165,-755.0,145.0,1.5,-83.9
1166,-745.0,145.0,1.5,-84.1
1167,-735.0,145.0,1.5,-84.3
1168,-725.0,145.0,1.5,-85.2
1169,-715.0,145.0,1.5,-83.5
1170,-705.0,145.0,1.5,-83.6
1171,-695.0,145.0,1.5,-83.9
1172,-685.0,145.0,1.5,-83.1
1173,-675.0,145.0,1.5,-83.4
1174,-665.0,145.0,1.5,-84.1
1175,-655.0,145.0,1.5,-83.5
1176,-645.0,145.0,1.5,-84.2
1177,-635.0,145.0,1.5,-83.3
1178,-625.0,145.0,1.5,-83.7
1179,-615.0,145.0,1.5,-83.0
1180,-605.0,145.0,1.5,-84.3
1181,-595.0,145.0,1.5,-83.4
1182,-585.0,145.0,1.5,-83.1
1183,-575.0,145.0,1.5,-83.8
1184,-565.0,145.0,1.5,-83.9
1185,-555.0,145.0,1.5,-83.4
1186,-545.0,145.0,1.5,-83.7
1187,-535.0,145.0,1.5,-84.1
1188,-525.0,145.0,1.5,-86.2
1189,-495.0,145.0,1.5,-108.9
1190,-435.0,145.0,1.5,-96.0
1191,-425.0,145.0,1.5,-87.9
1192,-415.0,145.0,1.5,-87.1
1193,-405.0,145.0,1.5,-92.0
1194,-395.0,145.0,1.5,-94.8
1195,-385.0,145.0,1.5,-115.0
1196,-375.0,145.0,1.5,-114.8
1197,-285.0,145.0,1.5,-118.9
1198,-275.0,145.0,1.5,-112.9
1199,-195.0,145.0,1.5,-125.4
1200,-185.0,145.0,1.5,-117.2
1201,-175.0,145.0,1.5,-126.9
1202,-165.0,145.0,1.5,-132.0
1203,-795.0,135.0,1.5,-83.1
1204,-785.0,135.0,1.5,-84.9
1205,-775.0,135.0,1.5,-83.4
1206,-765.0,135.0,1.5,-85.2
1207,-755.0,135.0,1.5,-83.0
1208,-745.0,135.0,1.5,-83.9
1209,-735.0,135.0,1.5,-83.4
1210,-725.0,135.0,1.5,-82.6
1211,-715.0,135.0,1.5,-83.8
1212,-705.0,135.0,1.5,-83.0
1213,-695.0,135.0,1.5,-83.1
1214,-685.0,135.0,1.5,-84.4
1215,-675.0,135.0,1.5,-82.8
1216,-665.0,135.0,1.5,-83.4
1217,-655.0,135.0,1.5,-82.9
1218,-645.0,135.0,1.5,-82.8
1219,-635.0,135.0,1.5,-82.7
1220,-625.0,135.0,1.5,-83.0
1221,-615.0,135.0,1.5,-83.1
1222,-605.0,135.0,1.5,-82.8
1223,-595.0,135.0,1.5,-82.7
1224,-585.0,135.0,1.5,-83.0
1225,-575.0,135.0,1.5,-83.0
1226,-565.0,135.0,1.5,-83.0
1227,-555.0,135.0,1.5,-83.4
1228,-545.0,135.0,1.5,-82.9
1229,-535.0,135.0,1.5,-83.1
1230,-525.0,135.0,1.5,-83.5
1231,-515.0,135.0,1.5,-85.4
1232,-505.0,135.0,1.5,-93.3
1233,-485.0,135.0,1.5,-103.3
1234,-425.0,135.0,1.5,-87.5
1235,-415.0,135.0,1.5,-86.1
1236,-405.0,135.0,1.5,-91.5
1237,-395.0,135.0,1.5,-93.8
1238,-385.0,135.0,1.5,-101.4
1239,-375.0,135.0,1.5,-111.8
1240,-285.0,135.0,1.5,-131.0
1241,-275.0,135.0,1.5,-116.8
1242,-265.0,135.0,1.5,-111.9
1243,-195.0,135.0,1.5,-116.3
1244,-185.0,135.0,1.5,-121.1
1245,-175.0,135.0,1.5,-127.1
1246,-165.0,135.0,1.5,-131.8
1247,-795.0,125.0,1.5,-82.9
1248,-785.0,125.0,1.5,-84.7
1249,-775.0,125.0,1.5,-83.3
1250,-765.0,125.0,1.5,-85.0
1251,-755.0,125.0,1.5,-82.8
1252,-745.0,125.0,1.5,-82.0
1253,-735.0,125.0,1.5,-83.9
1254,-725.0,125.0,1.5,-83.4
1255,-715.0,125.0,1.5,-82.5
1256,-705.0,125.0,1.5,-83.8
1257,-695.0,125.0,1.5,-83.5
1258,-685.0,125.0,1.5,-82.7
1259,-675.0,125.0,1.5,-82.5
1260,-665.0,125.0,1.5,-83.2
1261,-655.0,125.0,1.5,-83.0
1262,-645.0,125.0,1.5,-82.5
1263,-635.0,125.0,1.5,-82.8
1264,-625.0,125.0,1.5,-82.2
1265,-615.0,125.0,1.5,-82.5
1266,-605.0,125.0,1.5,-82.3
1267,-595.0,125.0,1.5,-82.6
1268,-585.0,125.0,1.5,-82.1
1269,-575.0,125.0,1.5,-82.5
1270,-565.0,125.0,1.5,-82.2
1271,-555.0,125.0,1.5,-82.4
1272,-545.0,125.0,1.5,-82.7
1273,-535.0,125.0,1.5,-82.7
1274,-525.0,125.0,1.5,-82.6
1275,-515.0,125.0,1.5,-83.3
1276,-505.0,125.0,1.5,-83.9
1277,-495.0,125.0,1.5,-91.0
1278,-485.0,125.0,1.5,-102.5
1279,-425.0,125.0,1.5,-87.0
1280,-415.0,125.0,1.5,-86.4
1281,-405.0,125.0,1.5,-88.0
1282,-395.0,125.0,1.5,-93.7
1283,-385.0,125.0,1.5,-99.4
1284,-375.0,125.0,1.5,-104.5
1285,-265.0,125.0,1.5,-120.0
1286,-255.0,125.0,1.5,-112.0
1287,-245.0,125.0,1.5,-119.1
1288,-205.0,125.0,1.5,-121.4
1289,-195.0,125.0,1.5,-115.7
1290,-165.0,125.0,1.5,-128.1
1291,-795.0,115.0,1.5,-85.9
1292,-785.0,115.0,1.5,-84.5
1293,-775.0,115.0,1.5,-83.1
1294,-765.0,115.0,1.5,-82.5
1295,-755.0,115.0,1.5,-85.0
1296,-745.0,115.0,1.5,-82.8
1297,-735.0,115.0,1.5,-83.8
1298,-725.0,115.0,1.5,-83.2
1299,-715.0,115.0,1.5,-84.1
1300,-705.0,115.0,1.5,-82.0
1301,-695.0,115.0,1.5,-81.8
1302,-685.0,115.0,1.5,-83.0
1303,-675.0,115.0,1.5,-83.1
1304,-665.0,115.0,1.5,-81.8
1305,-655.0,115.0,1.5,-81.4
1306,-645.0,115.0,1.5,-83.4
1307,-635.0,115.0,1.5,-81.7
1308,-625.0,115.0,1.5,-82.5
1309,-615.0,115.0,1.5,-82.2
1310,-605.0,115.0,1.5,-81.8
1311,-595.0,115.0,1.5,-82.6
1312,-585.0,115.0,1.5,-82.2
1313,-575.0,115.0,1.5,-81.3
1314,-565.0,115.0,1.5,-82.2
1315,-555.0,115.0,1.5,-82.4
1316,-545.0,115.0,1.5,-81.8
1317,-535.0,115.0,1.5,-82.4
1318,-525.0,115.0,1.5,-81.9
1319,-515.0,115.0,1.5,-82.4
1320,-505.0,115.0,1.5,-82.4
1321,-495.0,115.0,1.5,-82.7
1322,-485.0,115.0,1.5,-89.4
1323,-475.0,115.0,1.5,-97.6
1324,-465.0,115.0,1.5,-106.8
1325,-435.0,115.0,1.5,-95.7
1326,-425.0,115.0,1.5,-85.7
1327,-415.0,115.0,1.5,-86.4
1328,-405.0,115.0,1.5,-87.4
1329,-395.0,115.0,1.5,-89.8
1330,-385.0,115.0,1.5,-91.0
1331,-375.0,115.0,1.5,-95.2
1332,-255.0,115.0,1.5,-117.7
1333,-245.0,115.0,1.5,-109.3
1334,-235.0,115.0,1.5,-111.5
1335,-225.0,115.0,1.5,-133.7
1336,-215.0,115.0,1.5,-117.8
1337,-205.0,115.0,1.5,-114.7
1338,-195.0,115.0,1.5,-131.8
1339,-155.0,115.0,1.5,-126.7
1340,-795.0,105.0,1.5,-121.0
1341,-785.0,105.0,1.5,-121.1
1342,-775.0,105.0,1.5,-86.0
1343,-765.0,105.0,1.5,-86.2
1344,-755.0,105.0,1.5,-84.9
1345,-745.0,105.0,1.5,-83.4
1346,-735.0,105.0,1.5,-81.3
1347,-725.0,105.0,1.5,-83.0
1348,-715.0,105.0,1.5,-82.6
1349,-705.0,105.0,1.5,-81.5
1350,-695.0,105.0,1.5,-83.1
1351,-685.0,105.0,1.5,-82.7
1352,-675.0,105.0,1.5,-81.4
1353,-665.0,105.0,1.5,-81.6
1354,-655.0,105.0,1.5,-84.5
1355,-645.0,105.0,1.5,-82.0
1356,-635.0,105.0,1.5,-81.4
1357,-625.0,105.0,1.5,-81.2
1358,-615.0,105.0,1.5,-81.4
1359,-605.0,105.0,1.5,-82.3
1360,-595.0,105.0,1.5,-81.2
1361,-585.0,105.0,1.5,-81.1
1362,-575.0,105.0,1.5,-81.9
1363,-565.0,105.0,1.5,-81.4
1364,-555.0,105.0,1.5,-81.4
1365,-545.0,105.0,1.5,-81.0
1366,-535.0,105.0,1.5,-81.4
1367,-525.0,105.0,1.5,-81.5
1368,-515.0,105.0,1.5,-81.6
1369,-505.0,105.0,1.5,-81.3
1370,-495.0,105.0,1.5,-81.8
1371,-485.0,105.0,1.5,-81.5
1372,-475.0,105.0,1.5,-81.5
1373,-465.0,105.0,1.5,-84.1
1374,-455.0,105.0,1.5,-94.2
1375,-435.0,105.0,1.5,-98.8
1376,-425.0,105.0,1.5,-87.6
1377,-415.0,105.0,1.5,-85.2
